t,p_b_x,p_b_y,p_b_z,phi_b_z,phi_b_y,phi_b_x,dp_b_x,dp_b_y,dp_b_z,dphi_b_z,dphi_b_y,dphi_b_x,ddp_b_x,ddp_b_y,ddp_b_z,ddphi_b_z,ddphi_b_y,ddphi_b_x,p_m_x,p_m_y,p_m_z,p_e_x,p_e_y,p_e_z,dp_m_x,dp_m_y,dp_m_z,dp_e_x,dp_e_y,dp_e_z
3.204,0.404238607341857,0.001207937521899694,0.6421876006291221,0.006223540315169221,-0.4785940868597059,0.1563500178711185,-6.118684188379973e-05,5.253332499822257e-05,0.00023009441312890015,-0.00016360532546680592,-0.0006141980534200321,0.0001216104121815029,-0.0010153442815712779,0.001135847909231609,0.00026394147243925694,0.00902555276848772,-4.2068865113259564e-05,-0.005179963557603305,1.134079317577664,0.03081328825179548,0.21112825636856716,1.6110583734261597,0.0674332570112984,-0.6434625573948892,-5.3223428553295046e-05,8.832130387421622e-05,-8.24480605454702e-05,-0.00012098451218633943,6.010332873757069e-07,-0.0001567954843739726
3.208,0.40423860770583453,0.0012079427501798926,0.6421876087363962,0.00622358483257841,-0.4785940904560114,0.15634999176539668,-6.514705221088917e-05,5.709124065724496e-05,0.00023082896881625365,-0.00012773882903043188,-0.0006135186746939845,0.00010133081723454515,-0.0009622870673379317,0.0011416789713874437,0.00010313491754619831,0.008901245043384309,0.0003805653796282659,-0.004956701459792079,1.134079101208917,0.030813639081858368,0.21112792966870045,1.6110578808920288,0.0674332660882623,-0.643463194269921,-5.491153332037863e-05,8.695380850336906e-05,-8.082130270592451e-05,-0.0001252129202544693,3.912444514198029e-06,-0.00016135618108314973
3.212,0.40423860986775895,0.001207947681302069,0.6421876130705785,0.006223626450845772,-0.47859408568636624,0.156349967269409,-6.888516770011573e-05,6.166664233510067e-05,0.00023091929475323514,-9.239429848753358e-05,-0.0006111536830503354,8.195398677270927e-05,-0.0009044127465395971,0.0011444773974299924,-5.785269665146487e-05,0.008765045523694129,0.0007998355297699596,-0.004729392096420948,1.1340788782853974,0.03081398388226351,0.21112760979814552,1.6110573717227976,0.06743328831085452,-0.6434638482443379,-5.649688383790869e-05,8.53109018488992e-05,-7.903743790005351e-05,-0.00012928905945841496,7.161918280651485e-06,-0.00016533348279335045
3.216,0.40423861379226567,0.0012079523061090728,0.6421876136342028,0.006223665128867664,-0.47859407262820153,0.15634994444062014,-7.238237594650295e-05,6.6246964329171e-05,0.00023036594430725214,-5.761758988406961e-05,-0.0006071200881490636,6.349323636417974e-05,-0.0008419655800259939,0.0011440322254154727,-0.00021838098614185942,0.008617783663166918,0.001213976022523363,-0.0044994490250286215,1.1340786492338464,0.03081432156907316,0.21112729736919725,1.6110568465795532,0.06743332338360855,-0.6434645169377834,-5.7971749178875544e-05,8.340200722710058e-05,-7.71048897507675e-05,-0.00013318724079169886,1.0325803261046476e-05,-0.00016870561803106183
3.22,0.4042386194344424,0.001207956615935694,0.6421876104489491,0.006223700848077286,-0.4785940514023508,0.15634992332183048,-7.562090697990308e-05,7.081882201638833e-05,0.00022917204082197368,-2.3451340744282565e-05,-0.0006014419306964466,4.595632002727622e-05,-0.0007752218875753955,0.0011401463726185663,-0.0003778065705774933,0.008460237804000171,0.0016212407146435084,-0.004268234689837084,1.134078414511404,0.030814651098321325,0.2111269929590275,1.6110563062248713,0.0674333709172806,-0.6434651978892821,-5.932868396563146e-05,8.123765916521676e-05,-7.503277751896846e-05,-0.00013688249334009573,1.3380954615171958e-05,-0.0001714541011388347
3.224,0.40423862674018846,0.0012079606026740124,0.6421876035553065,0.006223733611966972,-0.4785940221720461,0.1563499039410676,-7.858415911182416e-05,7.536807295940363e-05,0.00022734328466477861,1.0064821061475474e-05,-0.0005941501882829845,2.9345650271795088e-05,-0.0007044887305315967,0.0011326393862812147,-0.000535485564072894,0.008293133490659965,0.0020199110988253556,-0.004037053034421346,1.1340781746043747,0.03081497147034648,0.2111266971069771,1.6110557515196064,0.06743343043124547,-0.6434658885705925,-6.0560576331525286e-05,7.882944479033892e-05,-7.283087632981016e-05,-0.00014035073014895247,1.6304918264500854e-05,-0.00017356382586708447
3.228,0.40423863564663853,0.0012079642588441193,0.6421875930121376,0.006223763445411416,-0.47859398514168666,0.1563498863116157,-8.12568190151309e-05,7.987988887437157e-05,0.00022488795018821506,4.2894063666997225e-05,-0.000585282648444167,1.3658546219559313e-05,-0.0006301023501448281,0.0011213501085039377,-0.0006907761239646897,0.008117142753493586,0.0024083044593582468,-0.0038071428739648427,1.1340779300267934,0.030815281733879648,0.21112641031201687,1.61105518341903,0.06743350135662672,-0.6434665863998891,-6.166069921320622e-05,7.618994033158765e-05,-7.050957229193238e-05,-0.0001435689100937053,1.9076113024277236e-05,-0.00017502313698347633
3.232,0.4042386460826428,0.001207967577669986,0.6421875788961338,0.00622379039380487,-0.47859394055534243,0.15634987043217982,-8.362497507452798e-05,8.43388380543069e-05,0.0002218168723893211,7.50021366053474e-05,-0.0005748837492696365,-1.1124933026033377e-06,-0.00055242637015785,0.00110613922442362,-0.0008430410494612633,0.007932884330219684,0.002784781925238311,-0.0035796720565834496,1.134077681318781,0.030815580989869133,0.21112613303039876,1.6110546029683257,0.06743358304014967,-0.6434672887556884,-6.262276319723975e-05,7.333264315841769e-05,-6.807981250966927e-05,-0.00014651519752995043,2.1674009052785583e-05,-0.0001758238798998944
3.236,0.40423865796930325,0.001207970553159636,0.6421875613011424,0.006223814522018222,-0.478593888694965,0.15634985628718356,-8.567622308401401e-05,8.872897771978752e-05,0.0002181434230844727,0.00010635715892710826,-0.0005630043880540858,-1.4979494906227406e-05,-0.0004718497741924306,0.00108689166359365,-0.0009916504213404115,0.00774092478330032,0.0031477563787405223,-0.003355732435214036,1.1340774290446878,0.030815868395024915,0.2111258656735168,1.6110540112974499,0.06743367474869914,-0.6434679929909283,-6.344096914467906e-05,7.027189975706762e-05,-6.5553050099254e-05,-0.00014916911728057855,2.407930099063147e-05,-0.00017596142798392817
3.24,0.4042386712205579,0.0012079731801888905,0.6421875403373567,0.006223835913190667,-0.4785938298782679,0.15634984384719577,-8.73997634137166e-05,9.303395565036554e-05,0.00021388347645429607,0.0001369294135324138,-0.0005497016986513544,-2.795869729976058e-05,-0.00038878467043570655,0.001063518825590196,-0.0011359842730935994,0.007541780461815991,0.003495700177495565,-0.00313633566361571,1.1340771737910278,0.03081614316506719,0.21112560860599797,1.6110534096153875,0.06743377567455759,-0.6434686964471122,-6.411006059359176e-05,6.70228300354673e-05,-6.294118459412851e-05,-0.00015151170207339235,2.6274074166332516e-05,-0.0001754346884430545
