t,p_b_x,p_b_y,p_b_z,phi_b_z,phi_b_y,phi_b_x,dp_b_x,dp_b_y,dp_b_z,dphi_b_z,dphi_b_y,dphi_b_x,ddp_b_x,ddp_b_y,ddp_b_z,ddphi_b_z,ddphi_b_y,ddphi_b_x,p_m_x,p_m_y,p_m_z,p_e_x,p_e_y,p_e_z,dp_m_x,dp_m_y,dp_m_z,dp_e_x,dp_e_y,dp_e_z
3.24,0.4041974612292728,0.0010914732543726513,0.6421662581406993,0.005959404628685963,-0.4784160279943207,0.1565814283479899,-1.0878007608471832e-05,0.0003130553037086626,4.108769376040044e-05,0.0008592261749269498,-6.975126554054206e-05,-0.0005024358959136893,-6.420856108771243e-05,-0.0009070636209229056,0.0009459462365734739,-0.0017402989189715236,-0.001922347251255401,4.516319792075295e-05,1.1340821198572972,0.03274100905264494,0.2120174807821021,1.609681843751697,0.07108461548522774,-0.6432068388254262,-3.6549652193684745e-06,0.00012487489078893954,-0.00013143995930553476,-0.0001300736691689507,1.2511121333380603e-05,-3.723043373593523e-05
3.244,0.4041974540119873,0.0010914542884436905,0.6421662322194572,0.00595935262142156,-0.47841593819292805,0.15658145088000885,-1.1153224544475034e-05,0.00030919661584504296,4.481490115789021e-05,0.0008518627973969254,-7.737167220859769e-05,-0.0005020109881088335,-7.375496335713494e-05,-0.001021853589066771,0.0009155829851500042,-0.0019355144208620006,-0.0018832310216194141,0.0001666407077979054,1.134082103004657,0.032741514266255,0.21201695210465496,1.6096813258341802,0.07108466517697135,-0.6432069800409774,-4.753900162413056e-06,0.00012742098744536457,-0.00013266311651993757,-0.00012871589949448026,1.2306852495425059e-05,-3.340916387983836e-05
3.248,0.4041974478942365,0.001091434309873731,0.6421662064883682,0.005959299421032208,-0.47841585038275936,0.1565814742536471,-1.1468206885244273e-05,0.00030488040114193374,4.841199469490562e-05,0.0008437413568587026,-8.481983347817273e-05,-0.0005011020286304775,-8.404462658472526e-05,-0.0011356024703276456,0.0008809641990365322,-0.002119130362630426,-0.0018363057804111084,0.00028700877573290386,1.134082081826096,0.0327420284205445,0.21201641947716995,1.6096808140245011,0.0710847139400477,-0.6432071060987372,-5.815402159825562e-06,0.00012933425944453003,-0.00013340850360532553,-0.0001270244467388436,1.2046441122404151e-05,-2.9663035805427258e-05
3.2520000000000002,0.40419744289261894,0.0010914133536260977,0.6421661810183522,0.005959245181006747,-0.47841576484117193,0.15658149840852187,-1.1825748176240264e-05,0.00030011171740825003,5.186226438309086e-05,0.000834908992684474,-9.206483936630165e-05,-0.000499714118273922,-9.498607260030487e-05,-0.001247860963694903,0.0008422561434104023,-0.002290823747530238,-0.001781756131106364,0.0004059462743995581,1.1340820564814398,0.03274254894033055,0.21201588483662612,1.6096803096386063,0.07108476154850032,-0.6432072173452639,-6.834601995464589e-06,0.00013059468257151086,-0.00013366439385875662,-0.0001250096062221927,1.1729411691918646e-05,-2.601466453366894e-05
3.2560000000000002,0.40419743901559985,0.0010913914589661489,0.6421661558799733,0.005959190061158552,-0.47841568182909217,0.15658152327865157,-1.222826968733746e-05,0.00029489743063882415,5.514970674359629e-05,0.0008254139491981755,-9.907660098316824e-05,-0.0004978536009689316,-0.00010648507528959045,-0.0013581759711100766,0.0007996453090629185,-0.0024503664259982643,-0.0017198075787603468,0.0005231543643738781,1.13408202714928,0.032743073178005073,0.21201535016201908,1.6096798139476514,0.07108480777534124,-0.6432073142160535,-7.806995050430026e-06,0.0001311861550848391,-0.00013342156479634315,-0.00012268342608479077,1.135572998134381e-05,-2.2485832418261944e-05
3.2600000000000002,0.4041974362634142,0.0010913686694181105,0.6421661311433656,0.005959134226460899,-0.4784156015903164,0.15658154879296105,-1.2677811098985123e-05,0.000289246223475384,5.825910360172145e-05,0.0008153051913429323,-0.0001058260124647532,-0.0004955279683739525,-0.00011844549901806565,-0.001466093988600342,0.000753337304620954,-0.002597627135715883,-0.0016507255684333057,0.0006383594828756546,1.1340819940254794,0.03274359842957123,0.21201481746410775,1.6096793281711976,0.07108485239434018,-0.6432073972319232,-8.728457734363806e-06,0.00013109665765453904,-0.000132673408342887,-0.00012005959715288828,1.0925813406781327e-05,-1.9097349590602147e-05
3.2640000000000002,0.40419743462802893,0.00109134503268823,0.6421661068781985,0.005959077845815411,-0.47841552435103163,0.15658157487584642,-1.3176024520386512e-05,0.000283168589981451,6.117609623488853e-05,0.0008046320138814335,-0.00011228510855839121,-0.000492745753080455,-0.0001307701223745121,-0.0015711645412621483,0.0007035556448375613,-0.002732572677419189,-0.0015748142765286412,0.000751316030862373,1.134081957321618,0.03274412195126631,0.21201428877475234,1.6096788534708741,0.07108489518184849,-0.6432074669948502,-9.595260364037009e-06,0.00013031838594010348,-0.00013141602445143608,-0.00011715333281259166,1.0440537878686476e-05,-1.586892184324283e-05
3.2680000000000002,0.40419743409316483,0.0010913206005545221,0.6421660831536681,0.005959021090774419,-0.4784154503195387,0.15658160144779046,-1.3724171766119787e-05,0.0002766768166221631,6.388725447545936e-05,0.0007934436476537106,-0.00011842721688380799,-0.0004895164117134632,-0.00014336143991488924,-0.0016729436288353352,0.0006505404439140737,-0.002855268197224248,-0.001492415161342839,0.0008618087205397219,1.1340819172633965,0.03274464097665875,0.21201376613591214,1.6096783909445351,0.0710849359186432,-0.643207524183298,-1.0404076489223249e-05,0.00012884785448655223,-0.0001296482973200951,-0.00011398124266648315,9.901240959064852e-06,-1.2819026617982831e-05
3.2720000000000002,0.40419743463438096,0.001091295428723706,0.6421660600385116,0.005958964134237783,-0.4784153796861711,0.1565816284260176,-1.432312478923387e-05,0.0002697849494734906,6.638014040704944e-05,0.0007817888665162331,-0.00012422710392106663,-0.00048585019935863124,-0.00015612243506511,-0.0017709971485786824,0.0005945470234329435,-0.0029658765552017354,-0.0014039052809205923,0.0009696545492802167,1.1340818740890062,0.0327451527341022,0.21201325158837378,1.6096779416209328,0.07108497439177616,-0.6432075695470632,-1.115199022017065e-05,0.00012668597080059396,-0.00012737195367873422,-0.00011056120241548219,9.3097211537052e-06,-9.96479665449356e-06
3.2760000000000002,0.4041974362192236,0.0010912695766555844,0.6421660376010314,0.005958907149134617,-0.47841531262338344,0.15658165572518312,-1.4973369142507516e-05,0.00026250874781820146,6.864336633244468e-05,0.0007697155986489408,-0.00012966111381280208,-0.000481758036873858,-0.0001689573178820054,-0.0018649042624657138,0.0005358444450180345,-0.003064656769259134,-0.0013096953880560997,0.00107470437030374,1.1340818280474747,0.03274565446442516,0.2120127471602827,1.6096775064549158,0.07108501039641243,-0.6432076039016712,-1.1836501334627759e-05,0.00012383807868401864,-0.0001245916024482373,-0.00010691222063208263,8.66823321454823e-06,-7.321911521529494e-06
