t,p_b_x,p_b_y,p_b_z,phi_b_z,phi_b_y,phi_b_x,dp_b_x,dp_b_y,dp_b_z,dphi_b_z,dphi_b_y,dphi_b_x,ddp_b_x,ddp_b_y,ddp_b_z,ddphi_b_z,ddphi_b_y,ddphi_b_x,p_m_x,p_m_y,p_m_z,p_e_x,p_e_y,p_e_z,dp_m_x,dp_m_y,dp_m_z,dp_e_x,dp_e_y,dp_e_z
2.172,0.4042262089950722,0.001287934580912076,0.6420949783664723,0.006417731316933309,-0.47809604802203587,0.1560402241486542,5.7922577178008836e-05,0.00016364744887192512,-0.00018333471904903936,0.000599536609825318,0.0003887803466577657,-0.0003693930369057677,0.00011602366444458034,0.0004524842586288543,-0.000750028395820463,0.00027425070080325025,0.0012925936963009512,-0.0005520634248880705,1.1400163506333836,0.03401989797530209,0.22157430981145732,1.6214445260472967,0.07296051990141708,-0.6302953560830573,2.272308396999987e-05,-3.073080831039046e-05,1.2001072247080903e-05,-9.218591712212279e-05,0.0001593576944656365,2.3329901455149107e-05
2.176,0.4042262126752329,0.0012879488153278375,0.6420950044372391,0.006417774846283698,-0.47809609235964795,0.1560401894624033,5.8322483959116144e-05,0.0001652695332184395,-0.00018618913634750822,0.0005998839024824055,0.00039369283623413696,-0.00037114889377504873,8.363840852788521e-05,0.00035680973560789353,-0.000674004339814837,-0.00010583785921442333,0.0011579518173163888,-0.00032160142564823744,1.1400164362585279,0.034019784046799346,0.22157435912656376,1.6214441639147399,0.0729611599197371,-0.6302952601590313,1.9856131627804513e-05,-2.6055429733044787e-05,1.2734195694447103e-05,-8.882368351947881e-05,0.00016058472487347195,2.452526992602342e-05
2.18,0.4042262157459484,0.0012879630088651357,0.6420950326617689,0.006417819377768593,-0.4780961423342996,0.15604015392087103,5.859150369519104e-05,0.00016650198513421484,-0.00018872700704429077,0.0005986921480012257,0.00039804233603056235,-0.0003719691479691715,5.062799692391094e-05,0.00025777076020565954,-0.0005918621131998588,-0.0004945325233657966,0.001011233203322908,-8.469618380435278e-05,1.1400165094824366,0.034019689531864225,0.22157441168502287,1.6214438154578286,0.07296180457921607,-0.6302951598808979,1.6531588986623533e-05,-2.1037963842361597e-05,1.36209538335874e-05,-8.535526196951074e-05,0.00016167491848247104,2.5504930833974958e-05
2.184,0.40422621819337434,0.0012879770953431622,0.642095062788769,0.0064178646588809625,-0.4780961975144988,0.15604011770895865,5.87273369574182e-05,0.00016733175329481422,-0.00019092429435286479,0.0005959298951787239,0.0004017810942465484,-0.00037182975626789017,1.7094212322583068e-05,0.00015558728211639318,-0.0005038388607264268,-0.000890291571482127,0.0008527515653516915,0.00015775099878861582,1.1400165685112398,0.03401961574308861,0.22157446809419443,1.6214434810726441,0.07296245331908496,-0.6302950561195846,1.2769507451437777e-05,-1.570740606245817e-05,1.4656814317781639e-05,-8.179533605989768e-05,0.0001626220137457972,2.626565820396107e-05
2.188,0.404226220004429,0.0012879910055382513,0.6420950945646824,0.006417910425869173,-0.47809625745821693,0.15604008101682051,5.8728097137986014e-05,0.00016774673246394117,-0.00019275798592169015,0.0005915720697744367,0.0004048627676445385,-0.00037071041014133654,-1.6858377091274188e-05,5.05120748335838e-05,-0.000410209570793655,-0.001291472597008615,0.0006828978770487316,0.0004047766653572893,1.1400166116384962,0.034019563872615725,0.2215745289395374,1.62144316109514,0.07296310555532604,-0.6302949497556323,8.593478817431324e-06,-1.0094896396237166e-05,1.5835384666734717e-05,-7.815923797060968e-05,0.00016342066461172408,2.6805898722948006e-05
2.192,0.40422622116682994,0.0012880046675954973,0.6420951277364736,0.006417956405675923,-0.47809632171773736,0.15604004403876168,5.859232125960865e-05,0.00016773589355828324,-0.00019420624475597684,0.0005856003594705323,0.0004072427321002117,-0.00036859477372576117,-5.1122590001489684e-05,-5.717003861230614e-05,-0.00031128672203672785,-0.0016963419343357516,0.0005021408831773076,0.0006553608655569177,1.1400166372590703,0.03401953498391744,0.22157459477727176,1.6214428557987404,0.07296376068440186,-0.6302948416723948,4.03048039387954e-06,-4.233533713697554e-06,1.7148469335509495e-05,-7.446284677747876e-05,0.00016406646977280823,2.712582014563478e-05
2.196,0.40422622166915345,0.0012880180074770235,0.6420951620543476,0.006418002317963605,-0.4780963898444304,0.156040006972118,5.8318980058760336e-05,0.00016728940998730674,-0.00019524855822559514,0.0005780035591015553,0.0004088783940993652,-0.000365470697993265,-8.558882389795978e-05,-0.0001671432709309803,-0.00020741967646329784,-0.00210308506389816,0.00031102705440306486,0.0009084333774249134,1.1400166438823394,0.034019530004346016,0.2215746661272921,1.6214425653923659,0.07296441808708422,-0.6302947327490711,-8.893044078916993e-07,1.8418251411869685e-06,1.8586138350595843e-05,-7.072247654171797e-05,0.00016455599329868995,2.722734504523314e-05
2.2,0.4042262215009129,0.001288030949444329,0.6420951972743825,0.006418047877211377,-0.47809646139340123,0.15603997001612585,5.7907487260542915e-05,0.00016639877903499277,-0.00019586588413416734,0.0005687778723832038,0.00040972950092528027,-0.0003613304089625949,-0.0001201452684344821,-0.00027906225990971057,-9.89938144874896e-05,-0.002509817919913857,0.00011017996940712519,0.0011628804419634403,1.140016630144635,0.03401954971851857,0.22157474346637857,1.621442290018928,0.07296507713234825,-0.6302946238536344,-6.132689911453321e-06,8.094780020763408e-06,2.013680719045728e-05,-6.695475662787937e-05,0.000164886776532827,2.7114168577035945e-05
2.204,0.4042262206526589,0.0012880434165713126,0.6420952331610205,0.006418092794865054,-0.4780965359279148,0.15603993337078986,5.735770795609119e-05,0.00016505693708388275,-0.0001960407928094074,0.0005579271666879276,0.00040975844721343884,-0.00035617066799976336,-0.00015467814184718143,-0.00039255375211860966,1.357059092201494e-05,-0.0029145990169173455,-9.970089013535781e-05,0.0014175519576191775,1.14001659482082,0.03401959476258618,0.22157482722174962,1.6214420297543128,0.07296573718129648,-0.6302945158357225,-1.1663715770993111e-05,1.4487614372928046e-05,2.1787327855043983e-05,-6.317650624865218e-05,0.00016505734104672862,2.6791760143751707e-05
2.208,0.404226219116098,0.0012880553312848134,0.6420952694893884,0.006418136781528682,-0.478096613023527,0.1560398972357529,5.6669965987309175e-05,0.00016325836752598418,-0.00019575760416743452,0.0005454631777672079,0.00040893057550187923,-0.00034999290247710903,-0.0001890719518358158,-0.0005072185686427803,0.0001298197618223948,-0.0033154423031980075,-0.00031784194145004034,0.0016712690776289631,1.140016536834909,0.03401966561943355,0.2215749177650014,1.621441784606878,0.07296639759107662,-0.6302944095195533,-1.744389521718402e-05,2.09815327134946e-05,2.3523091086108374e-05,-5.94046043467244e-05,0.00016506718268811935,2.6267347741359946e-05
